Id,Position,First Name,Last Name,Expected Points,Salary,Team,Opponent
22031,WR,T.Y.,Hilton,10.1,7600,IND,JAC
14377,QB,Tyrod,Taylor,23.1,7600,BUF,NYG
14231,QB,Colin,Kaepernick,14.8,7500,SF,GB
32384,WR,Mike,Evans,6.8,7500,TB,CAR
34331,RB,Latavius,Murray,16.4,7500,OAK,CHI
28473,RB,Carlos,Hyde,15.3,7400,SF,GB
27553,RB,Joseph,Randle,16.2,7400,DAL,NO
7968,QB,Philip,Rivers,16,7400,SD,CLE
6883,WR,Larry,Fitzgerald,24.9,7400,ARI,STL
6840,RB,Frank,Gore,10.2,7300,IND,JAC
6779,RB,LeSean,McCoy,10.8,7300,BUF,NYG
31001,WR,Amari,Cooper,14.3,7200,OAK,CHI
6898,QB,Jay,Cutler,12.6,7200,CHI,OAK
24920,RB,Devonta,Freeman,20,7200,ATL,HOU
11414,QB,Sam,Bradford,11.3,7100,PHI,WAS
6654,QB,Matthew,Stafford,15.8,7000,DET,SEA
29501,WR,Brandin,Cooks,9,7000,NO,DAL
45859,QB,Derek,Carr,17,7000,OAK,CHI
24682,RB,Andre,Ellington,12.1,7000,ARI,STL
30837,WR,Jordan,Matthews,13.4,7000,PHI,WAS
29249,RB,C.J.,Anderson,4.5,6900,DEN,MIN
7953,WR,Vincent,Jackson,8.3,6800,TB,CAR
28900,RB,Melvin,Gordon,7.2,6800,SD,CLE
34308,QB,Blake,Bortles,17,6800,JAC,IND
6566,RB,Chris,Johnson,12.8,6700,ARI,STL
